Country;Region;Year;URL;Title;Note;Class;Rating;Maturity
USA;USA - North Coast;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;1982 Calif N Coast Pinot Noir;84C;Above-average;84;Caution, may be too old
USA;USA - Willamette Valley;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;1996 Oregon: Willamette Valley Pinot Noir;83C;Above-average;83;Caution, may be too old
Italy;Italy - Sicily: Etna;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Sicily&location[]=Etna;2005 Italy: Sicily (Etna);91I;Outstanding;91;Irregular, even among the best wines
France;France - Burgundy: Beaujolais;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=France&region[]=Burgundy&region[]=Beaujolais;2000 Beaujolais;91R;Outstanding;91;Ready to drink
France;France - Rhone: Chateauneuf du Pape;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1987 Southern Rhone
Chateauneuf du Pape";60C;Below-average;60;Caution, may be too old
USA;USA - North Coast;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1995 Calif N Coast Zinfandel;87R;Above-average;87;Ready to drink
Italy;Italy - Piedmont: Barbaresco;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;2012 Italy:  Piedmont (Barbaresco);88T;Above-average;88;Still tannic, youthful, or slow to mature
France;France - Burgundy: Beaujolais;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Burgundy&region[]=Beaujolais;2005 Beaujolais;95R;Outstanding;95;Ready to drink
France;France - Loire Valley;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=France&region[]=Loire&color_class[]=White;1992 Loire Valley (white);80C;Above-average;80;Caution, may be too old
USA;USA - North Coast;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1998 Calif N Coast Cabernet Sauvignon;85R;Above-average;85;Ready to drink
France;France - Alsace;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Alsace;2006 Alsace;79I;Average;79;Irregular, even among the best wines
USA;USA - North Coast;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;2007 Calif N Coast Zinfandel;88R;Above-average;88;Ready to drink
Spain;Spain - Rioja;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=Spain&region[]=Rioja;2014 Spain:  Rioja;91T;Outstanding;91;Still tannic, youthful, or slow to mature
Spain;Spain - Rioja;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=Spain&region[]=Rioja;1975 Spain:  Rioja;84C;Above-average;84;Caution, may be too old
France;France - Alsace;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Alsace;1979 Alsace;84C;Above-average;84;Caution, may be too old
France;France - Alsace;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=France&region[]=Alsace;1988 Alsace;88R;Above-average;88;Ready to drink
France;France - Rhone: Chateauneuf du Pape;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1971 Southern Rhone
Chateauneuf du Pape";82C;Above-average;82;Caution, may be too old
Germany;Germany - Rheinhessen;1986;https://www.robertparker.com//search/wines?vintage=1986&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1986 Germany: Rhine (Riesling);84C;Above-average;84;Caution, may be too old
Spain;Spain - Rioja;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=Spain&region[]=Rioja;2000 Spain:  Rioja;86E;Above-average;86;Early maturing and accessible
France;France - Burgundy: Cote de Beaune;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1994 Cote de Beaune (red);73C;Average;73;Caution, may be too old
Italy;Italy - Veneto: Valpolicella (Amarone);2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;2006 Italy: Veneto (Valpolicella);93R;Outstanding;93;Ready to drink
Spain;Spain - Galicia;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Spain&region[]=Galicia;2011 Spain:  Galicia;88E;Above-average;88;Early maturing and accessible
Italy;Italy - Tuscany: Bolgheri;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;1996 Italy:  Tuscany  (Bolgheri);89R;Above-average;89;Ready to drink
USA;USA - North Coast;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1997 Calif N Coast Cabernet Sauvignon;94I;Outstanding;94;Irregular, even among the best wines
France;France - Rhone: Chateauneuf du Pape;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1980 Southern Rhone
Chateauneuf du Pape";77C;Average;77;Caution, may be too old
Spain;Spain - Castilla Leon: Ribera Del Duero;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;2011 Spain:  Ribera del Duero;89T;Above-average;89;Still tannic, youthful, or slow to mature
Argentina;Argentina;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Argentina;2011 Argentina;94R;Outstanding;94;Ready to drink
France;France - Alsace;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Alsace;2007 Alsace;91R;Outstanding;91;Ready to drink
New Zealand;New Zealand;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=New%20Zealand;2007 New Zealand;91R;Outstanding;91;Ready to drink
USA;USA - Central Coast: Paso Robles;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=San%20Luis%20Obispo%20County&site[]=Paso%20Robles;"1997 California
Central Coast:Paso Robles";90R;Outstanding;90;Ready to drink
Chile;Chile;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=Chile;2006 Chile;89R;Above-average;89;Ready to drink
Italy;Italy - Tuscany: Brunello di Montalcino;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;2000 Italy:  Tuscany (Brunello di Montalcino);89E;Above-average;89;Early maturing and accessible
Australia;Australia - South Australia: Barossa / McLaren Vale;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;1993 South Australia: Barossa / McLaren Vale;87R;Above-average;87;Ready to drink
USA;USA - North Coast;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1994 Calif N Coast Cabernet Sauvignon;95E;Outstanding;95;Early maturing and accessible
Germany;Germany - Mosel Saar Ruwer;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1997 Germany: Mosel-Saar-Ruwer;88R;Above-average;88;Ready to drink
Germany;Germany - Rheinhessen;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1985 Germany: Rhine (Riesling);86C;Above-average;86;Caution, may be too old
USA;USA - North Coast;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1991 Calif N Coast Cabernet Sauvignon;94T;Outstanding;94;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Pomerol;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=France&region[]=Bordeaux&location[]=Pomerol;2001 Pomerol;90E;Outstanding;90;Early maturing and accessible
France;France - Bordeaux: Margaux;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=France&region[]=Bordeaux&location[]=Margaux;1982 Margaux;86R;Above-average;86;Ready to drink
Italy;Italy - Friuli Venezia Giulia: Collio;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2005 Italy: Friuli (Collio);90C;Outstanding;90;Caution, may be too old
France;France - Alsace;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=France&region[]=Alsace;1997 Alsace;87R;Above-average;87;Ready to drink
Italy;Italy - Piedmont: Barbaresco;1970;https://www.robertparker.com//search/wines?vintage=1970&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1970 Italy:  Piedmont (Barbaresco);93R;Outstanding;93;Ready to drink
New Zealand;New Zealand;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=New%20Zealand;2006 New Zealand;90R;Outstanding;90;Ready to drink
Argentina;Argentina;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=Argentina;2010 Argentina;92R;Outstanding;92;Ready to drink
France;France - Burgundy: Cote de Nuits;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;2014 Cote de Nuits (red);92E;Outstanding;92;Early maturing and accessible
France;France - Rhone: Cote Rotie / Hermitage;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Rh%C3%B4ne&location[]=Northern%20Rh%C3%B4ne&locale[]=Cote%20Rotie&locale[]=Hermitage;"1978 Northern Rhone
Cote Rotie / Hermitage";98R;Extraordinary;98;Ready to drink
Italy;Italy - Friuli Venezia Giulia: Collio;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2001 Italy: Friuli (Collio);88C;Above-average;88;Caution, may be too old
Spain;Spain - Rioja;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Spain&region[]=Rioja;2009 Spain:  Rioja;92R;Outstanding;92;Ready to drink
Italy;Italy - Veneto: Valpolicella (Amarone);2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;2004 Italy: Veneto (Valpolicella);94R;Outstanding;94;Ready to drink
Spain;Spain - Castilla Leon: Ribera Del Duero;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;2007 Spain:  Ribera del Duero;90R;Outstanding;90;Ready to drink
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1983 St. Julien / Pauillac / St. Estephe;86R;Above-average;86;Ready to drink
France;France - Burgundy: Beaujolais;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=France&region[]=Burgundy&region[]=Beaujolais;1990 Beaujolais;86C;Above-average;86;Caution, may be too old
Spain;Spain - Rioja;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=Spain&region[]=Rioja;1998 Spain:  Rioja;82C;Above-average;82;Caution, may be too old
France;France - Bordeaux: Graves / Pessac Leognan;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1987 Graves;84R;Above-average;84;Ready to drink
Germany;Germany - Mosel Saar Ruwer;1976;https://www.robertparker.com//search/wines?vintage=1976&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1976 Germany: Mosel-Saar-Ruwer;92C;Outstanding;92;Caution, may be too old
Austria;Austria;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;1995 Austria (Riesling & Grüner Veltliner);90I;Outstanding;90;Irregular, even among the best wines
France;France - Burgundy: Cote de Beaune;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;2004 Cote de Beaune (red);79C;Average;79;Caution, may be too old
France;France - Rhone: Chateauneuf du Pape;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1996 Southern Rhone
Chateauneuf du Pape";82C;Above-average;82;Caution, may be too old
Portugal;Portugal;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Portugal&dryness[]=Dry;2012 Portugal dry wines;88E;Above-average;88;Early maturing and accessible
France;France - Bordeaux: Margaux;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Bordeaux&location[]=Margaux;2012 Margaux;89E;Above-average;89;Early maturing and accessible
France;France - Bordeaux: Margaux;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Bordeaux&location[]=Margaux;1991 Margaux;74R;Average;74;Ready to drink
Germany;Germany - Rheinhessen;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;2004 Germany: Rhine (Riesling);93T;Outstanding;93;Still tannic, youthful, or slow to mature
USA;USA - North Coast;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1988 Calif N Coast Zinfandel;82C;Above-average;82;Caution, may be too old
Portugal;Portugal;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=Portugal&type[]=Fortified;1975 Portugal Vintage Port;82R;Above-average;82;Ready to drink
USA;USA - North Coast;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;1978 Calif N Coast Pinot Noir;84C;Above-average;84;Caution, may be too old
USA;USA - Central Coast: Paso Robles;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=San%20Luis%20Obispo%20County&site[]=Paso%20Robles;"1998 California
Central Coast:Paso Robles";90R;Outstanding;90;Ready to drink
France;France - Roussillon;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Roussillon;2005 Roussillon;88R;Above-average;88;Ready to drink
Italy;Italy - Friuli Venezia Giulia: Collio;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2007 Italy: Friuli (Collio);93C;Outstanding;93;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;2003 Italy:  Piedmont (Barbaresco);87I;Above-average;87;Irregular, even among the best wines
Italy;Italy - Tuscany: Brunello di Montalcino;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;1988 Italy:  Tuscany (Brunello di Montalcino);94R;Outstanding;94;Ready to drink
